id,rooms,address,price,lat,lon,canton
"903,2,""Hertenstein AG, Ackerstrasse 2"",1046,47.4866917,8.3123458,Argovie"
"904,4.5,""Aarau, Delfterstr. 39"",1740,47.4023992,8.0617000,Argovie"
"905,3.5,""5323 Rietheim, Contact agency for the address"",1650,47.6001530,8.2792983,Argovie"
"906,3.5,""Gebenstorf, Feldstrasse 11"",1900,47.4915067,8.2453894,Argovie"
"907,3.5,""Turgi, Winterhaldenstrasse 62B"",1800,47.4882663,8.2536479,Argovie"
"908,4.5,""Buchs AG, Brummelmattstrasse 3"",1920,47.3879158,8.0736758,Argovie"
"909,3.5,""Hertenstein AG, Kornweg 5"",1410,47.4848633,8.3091132,Argovie"
"910,4.5,""5035 Unterentfelden, Contact agency for the address"",2590,47.3662900,8.0411634,Argovie"
"911,4.5,""Möhlin, Soleweg 2, 4"",1647,47.5670490,7.8365500,Argovie"
"912,4.5,""Buchs AG, Brummelmattstrasse 5"",1930,47.3878699,8.0738607,Argovie"
"913,1,""Berikon, Bahnhofstrasse 3"",1500,47.3613155,8.3678105,Argovie"
"914,4.5,""Baden, Ländliweg 8"",1930,47.4694385,8.3068221,Argovie"
"915,3.5,""Kölliken, Wolfgrubenstrasse 22 A / 22 B"",1390,47.3409960,8.0250700,Argovie"
"916,2,""Aarburg, Tunnelweg 3"",840,47.3255653,7.9044348,Argovie"
"917,3.5,""Unterentfelden, Kirchweg 19"",1390,47.3698408,8.0494700,Argovie"
"918,3.5,""Aarau, Dammweg 5"",2540,47.3867572,8.0372975,Argovie"
"919,3.5,""Fislisbach, Zelglistrasse 4"",1442,47.4339325,8.2916880,Argovie"
"920,3.5,""5276 Wil AG, Contact agency for the address"",1450,47.5692981,8.1562486,Argovie"
"921,3.5,""Aarau, Rütmattstr. 9"",2010,47.4000658,8.0613732,Argovie"
"922,3.5,""4663 Aarburg, Contact agency for the address"",1330,47.3216674,7.9091247,Argovie"
"923,4,""5723 Teufenthal AG, Contact agency for the address"",1600,47.3270489,8.1160178,Argovie"
"924,5.5,""8957 Spreitenbach, Contact agency for the address"",2400,47.4205249,8.3647335,Argovie"
"925,5.5,""Remigen, Am Schmittenbach 10 A"",2580,47.5138321,8.1901105,Argovie"
"926,2.5,""Spreitenbach, Sandäckerstrasse 10"",1810,47.4212199,8.3734659,Argovie"
"927,3,""Frick, Hauptstrasse 83"",1650,47.5062057,8.0235228,Argovie"
"928,2.5,""Wohlen AG, Bahnhofweg 2"",1350,47.3496554,8.2740464,Argovie"
"929,1,""Berikon, Bahnhofstrasse 3"",1450,47.3617434,8.3676776,Argovie"
"930,1.5,""Kaiseraugst, Schwarzackerstr. 61"",904,47.5345813,7.7305453,Argovie"
"931,4.5,""Möhlin, Rüttenenweg 65"",1700,47.5652441,7.8394067,Argovie"
"932,5.5,""5323 Rietheim, Contact agency for the address"",2200,47.6011804,8.2806947,Argovie"
"933,3.5,""Oftringen, Obristweg 12"",1260,47.3177949,7.9210114,Argovie"
"934,1,""Gränichen, Mitteldorfstrasse 29"",1050,47.3590466,8.0995025,Argovie"
"935,3.5,""Aarau Rohr, Heuweg 3/5"",1280,47.3988969,8.0739126,Argovie"
"936,4.5,""Bremgarten AG, Kapuzinerhügel 1b"",1950,47.3463656,8.3383152,Argovie"
"937,5,""Mellingen, Zentralplatz 2"",1800,47.4191263,8.2747736,Argovie"
"938,3,""Nussbaumen AG, Hertensteinstr. 4"",1300,47.4874491,8.2929887,Argovie"
"939,1,""Spreitenbach, Shopping-Center 11/13"",935,47.4216259,8.3688048,Argovie"
"940,4.5,""Aarau, Tannengut 5"",1908,47.4008180,8.0409890,Argovie"
"941,3.5,""4663 Aarburg, Contact agency for the address"",1330,47.3214697,7.9089148,Argovie"
"942,3.5,""Villmergen, Eichmattstrasse 42"",1568,47.3438520,8.2518310,Argovie"
"943,3.5,""Anglikon, Dottikerstrasse 45"",2400,47.3666417,8.2595917,Argovie"
"944,3.5,""Baden, Wiesenstr. 15"",2150,47.4771769,8.3017685,Argovie"
"945,5.5,""Würenlos, Feldstr. 10"",2500,47.4416981,8.3659086,Argovie"
"946,3.5,""Rheinfelden, Zürcherstrasse 30"",1470,47.5513150,7.8025814,Argovie"
"947,2.5,""Spreitenbach, Rotzenbühlstr. 24"",1100,47.4256061,8.3619770,Argovie"
"948,4.5,""Spreitenbach, Bahnhofstr. 73"",2060,47.4246116,8.3615410,Argovie"
"949,4.5,""Kaiseraugst, Liebrütistr. 22"",1790,47.5352348,7.7281760,Argovie"
"950,4,""Nussbaumen AG, Schulstrasse 24"",1550,47.4898721,8.2868776,Argovie"
"951,3.5,""Oftringen, Mattenweg 35"",1600,47.3131904,7.9299257,Argovie"
"952,4,""Untersiggenthal, Alte Poststr. 2"",1500,47.4983497,8.2616230,Argovie"
"953,4.5,""Kaiseraugst, Schwarzackerstr. 56"",1750,47.5339018,7.7302281,Argovie"
"954,1.5,""Olsberg, Hofgut Weid"",950,47.5269263,7.7787861,Argovie"
"955,3.5,""Seon, Breitenweg 24B"",1650,47.3548452,8.1623420,Argovie"
"956,4.5,""Döttingen, Hauptstr. (Nord) 30"",2520,47.5742783,8.2554016,Argovie"
"957,2.5,""Suhr, Wiesenweg 5"",1440,47.3788730,8.0809882,Argovie"
"958,3,""Reinach AG, Sandgasse 5"",1250,47.2587283,8.1814228,Argovie"
"959,3.5,""Oftringen, Spittelhofring 4"",1720,47.3037013,7.9347971,Argovie"
"960,4.5,""Gränichen, Lochweg 22"",1730,47.3562162,8.0979867,Argovie"
"961,4.5,""5276 Wil AG, Contact agency for the address"",2230,47.5672106,8.1581915,Argovie"
"962,4,""Rheinfelden, Rosengässchen 1"",1290,47.5524569,7.7982402,Argovie"
"963,2.5,""5702 Niederlenz, Contact agency for the address"",1800,47.3998131,8.1789492,Argovie"
"964,4.5,""5626 Hermetschwil-Staffeln, Contact agency for the address"",2400,47.3291242,8.3490004,Argovie"
"965,2.5,""Menziken, Hauptstrasse 14"",1300,47.2447913,8.1857940,Argovie"
"966,4.5,""5737 Menziken, Contact agency for the address"",2000,47.2411713,8.1861534,Argovie"
"967,4,""Aarau, Ziegelrain 17"",1750,47.3913770,8.0436317,Argovie"
"968,3.5,""5400 Baden, Contact agency for the address"",2680,47.4684723,8.2935974,Argovie"
"969,5.5,""Wettingen, Langäcker 36"",2500,47.4631350,8.3337770,Argovie"
"970,2.5,""5723 Teufenthal AG, Contact agency for the address"",1150,47.3335621,8.1148251,Argovie"
"971,4.5,""Kirchleerau, Dorfstrasse 364"",1410,47.2765398,8.0636224,Argovie"
"972,4.5,""Möhlin, Rüttenenweg 63"",1680,47.5654871,7.8388493,Argovie"
"973,3.5,""Aarburg, Strickereistrasse 8"",1750,47.3186486,7.9059386,Argovie"
"974,4.5,""Holziken, Zweigstrasse 18"",1380,47.3207495,8.0424931,Argovie"
"975,3.5,""Möhlin, Rüttenenweg 63"",1460,47.5655021,7.8389836,Argovie"
"976,4.5,""Möhlin, Rüttenenweg 61"",1700,47.5652064,7.8388305,Argovie"
"977,3.5,""Oftringen, Zürichstrasse 13"",1860,47.3129610,7.9219517,Argovie"
"978,3.5,""Buchs AG, Rösslimattweg 141"",1480,47.3890745,8.0821132,Argovie"
"979,4.5,""Windisch, Klosterzelgstr. 1a"",2200,47.4788941,8.2153260,Argovie"
"980,3.5,""Neuenhof, Webermühle 43"",2188,47.4579105,8.3124031,Argovie"
"981,4.5,""Döttingen, Surbtalstr. 15"",1100,47.5678061,8.2660787,Argovie"
"982,3,""Baden, Zürcherstrasse 16"",N/A,47.4699495,8.3052068,Argovie"
"983,4.5,""5737 Menziken, Contact agency for the address"",2000,47.2383847,8.1941289,Argovie"
"984,4.5,""Birr, Wydenstrasse 20"",1600,47.4393169,8.2086128,Argovie"
"985,4.5,""Unterkulm, Wynastrasse 13"",1250,47.3118122,8.1118123,Argovie"
"986,4.5,""5210 Windisch, Contact agency for the address"",2500,47.4799758,8.2153666,Argovie"
"987,5.5,""5430 Wettingen, Contact agency for the address"",3400,47.4697545,8.3215705,Argovie"
"988,3.5,""Möhlin, Hauptstrasse 71"",1800,47.5578304,7.8443403,Argovie"
"989,3.5,""Oftringen, Staufergutstrasse 6"",1640,47.3149467,7.9226437,Argovie"
"990,4.5,""5400 Baden, Contact agency for the address"",2750,47.4700819,8.2930101,Argovie"
"991,4.5,""Untersiggenthal, Rosengartenweg 8 B"",2300,47.4958981,8.2640560,Argovie"
"992,3.5,""Aarburg, Hofmattstr. (G) 11a"",1584,47.3185926,7.9001668,Argovie"
"993,3.5,""Hertenstein AG, Kirchweg 41 C"",1650,47.4887050,8.3184994,Argovie"
"994,3.5,""Möhlin, Riburgerstr. 13"",1480,47.5653955,7.8398688,Argovie"
"995,4.5,""5064 Wittnau, Contact agency for the address"",2490,47.4750118,7.9737103,Argovie"
"996,3.5,""4310 Rheinfelden, Contact agency for the address"",2160,47.5513050,7.7932577,Argovie"
"997,3.5,""Reinach AG, Neudorfgasse 2"",2050,47.2553995,8.1873521,Argovie"
"998,4.5,""5737 Menziken, Contact agency for the address"",2000,47.2413106,8.1872251,Argovie"
"999,3,""Suhr, Frohdörfli 12"",1350,47.3672059,8.0820333,Argovie"
"1000,4.5,""Kaiseraugst, Liebrütistr. 22"",2000,47.5352348,7.7281760,Argovie"
"1001,3.5,""Unterkulm, Im Dorf 4"",1740,47.3118027,8.1129459,Argovie"
"1002,4,""Hausen AG, Birkenstrasse 3"",1280,47.4667111,8.2127486,Argovie"
"1003,4.5,""Aarau, Im Käfergrund 41"",1600,47.3792177,8.0554835,Argovie"
"1004,4.5,""Reinach AG, Alzbachstrasse 23"",1550,47.2573223,8.1755553,Argovie"
"1005,2.5,""Oftringen, Spittelhofring 2"",1320,47.3038794,7.9351580,Argovie"
"1006,3.5,""5620 Bremgarten AG, Contact agency for the address"",2680,47.3549929,8.3438210,Argovie"
"1007,4.5,""Dättwil AG, Pilgerstr. 71"",2200,47.4515675,8.2855588,Argovie"
"1008,3.5,""Brittnau, Dorfstrasse 24a/b"",1500,47.2604929,7.9467975,Argovie"
"1009,4.5,""Menziken, Sagiweg 12"",1579,47.2419907,8.1863998,Argovie"
"1010,5.5,""5524 Niederwil AG, Contact agency for the address"",2300,47.3798000,8.2939316,Argovie"
"1011,2.5,""Aarburg, Bahnhofstrasse 40"",1190,47.3205759,7.9059328,Argovie"
"1012,4.5,""Riniken, Paradiesstrasse 19b"",2950,47.4850838,8.1891574,Argovie"
"1013,4.5,""Kaiseraugst, Liebrütistr. 24"",1790,47.5349211,7.7284855,Argovie"
"1014,2.5,""Hertenstein AG, Kirchweg 41 B"",1370,47.4827835,8.3037471,Argovie"
"1015,2.5,""Muri AG, Aarauerstr. 6"",1540,47.2743019,8.3411233,Argovie"
"1016,4.5,""5322 Koblenz, Contact agency for the address"",1490,47.6097409,8.2401438,Argovie"
"1017,3.5,""Aarau, Rütmattstr. 7"",1120,47.4001380,8.0590241,Argovie"
"1018,4.5,""Aarburg, Strickereistrasse 8"",2790,47.3186486,7.9059386,Argovie"
"1019,3.5,""Rheinfelden, Rosengässchen 1"",1250,47.5524865,7.7982464,Argovie"
"1020,4,""Spreitenbach, Bahnhofstrasse 59"",2020,47.4233828,8.3626010,Argovie"
"1021,3.5,""Menziken, Pilatusstrasse 19"",1200,47.2429069,8.1830084,Argovie"
"1022,3.5,""5636 Benzenschwil, Contact agency for the address"",2250,47.2480360,8.3647723,Argovie"
"1023,3.5,""Rheinfelden, Flossländeweg 1a"",2200,47.5600280,7.8053264,Argovie"
"1024,4.5,""Zufikon, Bachhaldenstr. 33"",1515,47.3521570,8.3533160,Argovie"
"1025,3.5,""Wohlen AG, Allmenweg 7"",1440,47.3577220,8.2754448,Argovie"
"1026,2.5,""Baden, Wiesenstrasse 30a"",2110,47.4784241,8.2995788,Argovie"
"1027,3.5,""Rheinfelden, Pappelnweg 36e"",1880,47.5472631,7.7726893,Argovie"
"1028,3.5,""Oftringen, Mattenweg 35"",1780,47.3131904,7.9299257,Argovie"
"1029,3.5,""Wohlen AG, Pilatusstrasse 20"",1669,47.3489706,8.2803236,Argovie"
"1030,3.5,""Oftringen, Mattenweg 37"",1560,47.3133778,7.9294956,Argovie"
"1031,4.5,""Wittnau, Hauptstrasse 57"",2100,47.4759290,7.9687743,Argovie"
"1032,3.5,""Baden, Mäderstr. 13"",2245,47.4725671,8.2945934,Argovie"
"1033,3,""4802 Strengelbach, Contact agency for the address"",1390,47.2744105,7.9231618,Argovie"
"1034,4.5,""Zofingen, Gottfried Keller - Str. 2"",1180,47.2855178,7.9389355,Argovie"
"1035,3.5,""Rheinfelden, Zürcherstrasse 30"",1470,47.5513150,7.8025814,Argovie"
"1036,3.5,""Stein AG, Münchwilerstrasse 27"",2250,47.5462076,7.9579319,Argovie"
"1037,2,""Spreitenbach, Bahnhofstrasse 100"",1390,47.4268019,8.3607626,Argovie"
"1038,4.5,""Möhlin, Soleweg 6"",1680,47.5668510,7.8364156,Argovie"
"1039,4.5,""5727 Oberkulm, Contact agency for the address"",2000,47.3008035,8.1328639,Argovie"
"1040,3.5,""Mellingen, Birnenweg 6"",1630,47.4127467,8.2686766,Argovie"
"1041,3,""Gipf-Oberfrick, Landstrasse 8"",1370,47.5017209,8.0073847,Argovie"
"1042,3.5,""Reinach AG, Breitestrasse 56a"",1690,47.2513906,8.1811994,Argovie"
"1043,3,""Spreitenbach, Bahnhofstrasse 59"",1700,47.4233828,8.3626010,Argovie"
"1044,2.5,""Aarau, General Guisan - Str. 52"",1210,47.3779709,8.0571274,Argovie"
"1045,4.5,""Aarau, Delfterstr. 24"",1620,47.3998594,8.0606503,Argovie"
"1046,4.5,""Baden, Badstrasse 21"",3672,47.4751672,8.3082545,Argovie"
"1047,4.5,""Menziken, Myrtenstrasse 34"",1980,47.2385345,8.1918682,Argovie"
"1048,2,""Wettingen, Rankstrasse 19"",1140,47.4643969,8.3264100,Argovie"
"1049,4.5,""8581 Schocherswil, Contact agency for the address"",2085,47.5372242,9.2632859,Thurgovie"
"1050,4.5,""Amriswil, Weiherstrasse 58"",1480,47.5522066,9.2929502,Thurgovie"
"1051,4.5,""8581 Schocherswil, Contact agency for the address"",2085,47.5401770,9.2663485,Thurgovie"
"1052,4.5,""9517 Mettlen, Contact agency for the address"",1710,47.5335895,9.1218681,Thurgovie"
"1053,4.5,""Kradolf, Heldswilerstrasse 36C"",1540,47.5271636,9.2053269,Thurgovie"
"1054,4.5,""8581 Schocherswil, Contact agency for the address"",2085,47.5363222,9.2622732,Thurgovie"
"1055,4.5,""9543 St. Margarethen TG, Contact agency for the address"",1900,47.4823456,9.0048312,Thurgovie"
"1056,3,""9320 Arbon, Contact agency for the address"",1300,47.5127239,9.4316460,Thurgovie"
"1057,4.5,""8581 Schocherswil, Contact agency for the address"",2085,47.5370466,9.2645102,Thurgovie"
"1058,3.5,""9542 Münchwilen TG, Contact agency for the address"",1590,47.4743229,8.9949779,Thurgovie"
"1059,4.5,""8581 Schocherswil, Contact agency for the address"",2085,47.5343207,9.2679160,Thurgovie"
"1060,2,""8272 Ermatingen, Contact agency for the address"",1850,47.6665813,9.0834752,Thurgovie"
"1061,4.5,""8555 Müllheim Dorf, Contact agency for the address"",2050,47.6017677,9.0021137,Thurgovie"
"1062,4.5,""8592 Uttwil, Contact agency for the address"",1800,47.5796236,9.3324704,Thurgovie"
"1063,3.5,""Tobel, Hauptstrasse 7"",1190,47.5130820,9.0302189,Thurgovie"
"1064,4.5,""8264 Eschenz, Contact agency for the address"",2240,47.6486565,8.8749653,Thurgovie"
"1065,1.5,""Romanshorn, Sonnenring 26"",1130,47.5689280,9.3652019,Thurgovie"
"1066,4.5,""8570 Weinfelden, Contact agency for the address"",2200,47.5719382,9.1062009,Thurgovie"
"1067,4.5,""Frauenfeld, Rietweiherweg 8"",1980,47.5675403,8.9185530,Thurgovie"
"1068,4.5,""Amriswil, Weiherstrasse 56"",1480,47.5521394,9.2931092,Thurgovie"
"1069,3.5,""8546 Islikon, Contact agency for the address"",2093,47.5470670,8.8511141,Thurgovie"
"1070,4.5,""Märstetten, Hintere Gillstr. 9a"",1720,47.5835507,9.0644682,Thurgovie"
"1071,6.5,""Frauenfeld, Oberwiesenstr. A 45a"",2120,47.5563749,8.8839719,Thurgovie"
"1072,2.5,""Kreuzlingen, Burgstr. rechts 33"",1000,47.6403302,9.1838754,Thurgovie"
"1073,4.5,""Romanshorn, Sonnenring 24"",1766,47.5687305,9.3643199,Thurgovie"
"1074,4.5,""Romanshorn, Alpsteinstrasse, 2"",1145,47.5588276,9.3679882,Thurgovie"
"1075,4.5,""8596 Scherzingen, Contact agency for the address"",N/A,47.6303521,9.2260160,Thurgovie"
"1076,4.5,""8266 Steckborn, Contact agency for the address"",2600,47.6688091,8.9851429,Thurgovie"
"1077,1.5,""Münchwilen TG, Gartenstrasse 1b"",1160,47.4792715,8.9945837,Thurgovie"
"1078,4.5,""Amriswil, Weiherstrasse 59"",1480,47.5515739,9.2931407,Thurgovie"
"1079,2.5,""Kreuzlingen, Besmerstrasse 50a"",1880,47.6381469,9.1899264,Thurgovie"
"1080,4,""8272 Ermatingen, Contact agency for the address"",1600,47.6696093,9.0806476,Thurgovie"
"1081,3.5,""Bischofszell, Städeliweg 5"",1170,47.4965560,9.2422514,Thurgovie"
"1082,3.5,""8589 Sitterdorf, Contact agency for the address"",1110,47.5029926,9.2454317,Thurgovie"
"1083,4.5,""Bischofszell, Städeliweg 5b"",1680,47.4963167,9.2426017,Thurgovie"
"1084,4.5,""Romanshorn, Bahnhofstr. 1"",1890,47.5658263,9.3787084,Thurgovie"
"1085,3,""9320 Arbon, Contact agency for the address"",1090,47.5093004,9.4320012,Thurgovie"
"1086,2.5,""8596 Scherzingen, Contact agency for the address"",N/A,47.6286429,9.2285293,Thurgovie"
"1087,1,""Kreuzlingen, Konstanzerstr. 42a"",960,47.6518889,9.1647760,Thurgovie"
"1088,4.5,""Arbon, Im Löffelchratte 3"",1820,47.5121903,9.4192839,Thurgovie"
"1089,3.5,""Frauenfeld, Thundorferstrasse 29b"",1800,47.5547395,8.9013577,Thurgovie"
"1090,2.5,""8371 Busswil TG, Contact agency for the address"",1350,47.4533962,9.0152576,Thurgovie"
"1091,4.5,""9213 Hauptwil, Contact agency for the address"",1390,47.4875805,9.2515765,Thurgovie"
"1092,3,""9320 Arbon, Contact agency for the address"",1090,47.5136665,9.4212654,Thurgovie"
"1093,5.5,""8566 Lippoldswilen, Contact agency for the address"",2500,47.6121571,9.1074422,Thurgovie"
"1094,4.5,""Balterswil, Stockenstr. 14"",1695,47.4536216,8.9426303,Thurgovie"
"1095,4.5,""Kradolf, Hauptstrasse 28a"",1340,47.5265495,9.1962532,Thurgovie"
"1096,2.5,""Bischofszell, Städeliweg 5a"",1130,47.4965228,9.2426042,Thurgovie"
"1097,4,""8590 Romanshorn, Contact agency for the address"",1190,47.5630570,9.3798757,Thurgovie"
"1098,4.5,""Frauenfeld, Thundorferstrasse 29b"",1930,47.5547395,8.9013577,Thurgovie"
"1099,4.5,""Bischofszell, Städeliweg 3"",1635,47.4963276,9.2418985,Thurgovie"
"1100,3.5,""Romanshorn, al.str. 48a"",1590,47.5620311,9.3811977,Thurgovie"
"1101,2.5,""8269 Fruthwilen, Contact agency for the address"",1560,47.6606651,9.0693534,Thurgovie"
"1102,3.5,""9507 Stettfurt, Contact agency for the address"",1600,47.5241580,8.9582434,Thurgovie"
"1103,2.5,""Amriswil, Weidwiesenweg 9"",1430,47.5517645,9.3100902,Thurgovie"
"1104,2.5,""Frauenfeld, Bahnhofstr. 55"",1420,47.5562710,8.8937093,Thurgovie"
"1105,3,""8570 Weinfelden, Contact agency for the address"",1850,47.5660605,9.1084491,Thurgovie"
"1106,4.5,""Kreuzlingen, Konstanzerstr. 42a"",1910,47.6518889,9.1647760,Thurgovie"
"1107,3.5,""Amriswil, Hölzlistrasse 20a"",1610,47.5523767,9.3092347,Thurgovie"
"1108,2,""8266 Steckborn, Contact agency for the address"",1350,47.6665807,8.9811487,Thurgovie"
"1109,4.5,""Arbon, Wassergasse 13"",2400,47.5180121,9.4346793,Thurgovie"
"1110,4.5,""Münchwilen TG, Rebenacker 31"",1670,47.4809669,8.9918898,Thurgovie"
"1111,3.5,""8587 Oberaach, Contact agency for the address"",1270,47.5634929,9.2661432,Thurgovie"
"1112,2.5,""Kreuzlingen, Rankstrasse 5"",2035,47.6444335,9.1821067,Thurgovie"
"1113,3.5,""Romanshorn, Arbonerstrasse, 58"",1100,47.5589850,9.3687164,Thurgovie"
"1114,4.5,""Amriswil, Säntisblickstr. 4a"",2100,47.5490447,9.3069280,Thurgovie"
"1115,3.5,""9213 Hauptwil, Contact agency for the address"",2000,47.4837018,9.2562010,Thurgovie"
"1116,2.5,""8583 Sulgen, Contact agency for the address"",1050,47.5392750,9.1752816,Thurgovie"
"1117,5.5,""Frauenfeld, Thundorferstrasse 31b"",2250,47.5545568,8.9016482,Thurgovie"
"1118,3.5,""Arbon, Wassergasse 13"",1370,47.5184307,9.4349023,Thurgovie"
"1119,1.5,""Romanshorn, Löwenstr. 3"",940,47.5652979,9.3780244,Thurgovie"
"1120,3.5,""8587 Oberaach, Contact agency for the address"",1650,47.5584471,9.2662679,Thurgovie"
"1121,4.5,""9213 Hauptwil, Contact agency for the address"",1550,47.4814197,9.2544874,Thurgovie"
"1122,5.5,""9213 Hauptwil, Contact agency for the address"",1900,47.4813292,9.2543356,Thurgovie"
"1123,3.5,""8594 Güttingen, Contact agency for the address"",1170,47.6075380,9.2898139,Thurgovie"
"1124,4.5,""Romanshorn, Kreuzlingerstr. 16"",1300,47.5666830,9.3667853,Thurgovie"
"1125,3.5,""Frauenfeld, Aeussere Stammerau 13"",1450,47.5495238,8.8944940,Thurgovie"
"1126,1.5,""9217 Neukirch an der Thur, Contact agency for the address"",660,47.5111713,9.1723428,Thurgovie"
"1127,4.5,""Tobel, Hauptstrasse 5"",1500,47.5127806,9.0301119,Thurgovie"
"1128,4.5,""Balterswil, Stockenstr. 12"",1740,47.4538391,8.9420490,Thurgovie"
"1129,4,""Frauenfeld, Ringstr. 7A"",1260,47.5547364,8.9019987,Thurgovie"
"1130,2.5,""Amriswil, Hölzlistrasse 20a"",1460,47.5522310,9.3092482,Thurgovie"
"1131,4.5,""Kreuzlingen, Schlossweg 4"",1900,47.6455465,9.1533603,Thurgovie"
"1132,4.5,""Frauenfeld, Mühlewiesenweg 5a"",2180,47.5618763,8.8928927,Thurgovie"
"1133,5,""8514 Amlikon-Bissegg, Contact agency for the address"",1690,47.5645356,9.0498650,Thurgovie"
"1134,4.5,""Kreuzlingen, Besmerstrasse 50"",2360,47.6382441,9.1899585,Thurgovie"
"1135,4.5,""Arbon, Alpenblickstrasse 3"",1400,47.5076090,9.4170530,Thurgovie"
"1136,2.5,""Romanshorn, al.str. 48"",1190,47.5647134,9.3731202,Thurgovie"
"1137,3.5,""9320 Stachen, Contact agency for the address"",1400,47.5087472,9.4122688,Thurgovie"
"1138,3,""Massagno, Via B. Foletti 3"",1350,46.0095820,8.9401098,Tessin"
"1139,2.5,""Massagno, Via Morena 8"",1390,46.0105455,8.9372179,Tessin"
"1140,3.5,""Porza, Via Chiosso 7"",1800,46.0271345,8.9632685,Tessin"
"1141,2.5,""Pregassona, Via Terzerina 5"",1410,46.0249138,8.9701544,Tessin"
"1142,3.5,""Porza, Via Chiosso 7B"",2050,46.0270509,8.9635228,Tessin"
"1143,2.5,""Porza, Via Chiosso 7C"",1370,46.0270585,8.9632655,Tessin"
"1144,3.5,""6922 Morcote, Contact agency for the address"",2200,45.9320344,8.9084653,Tessin"
"1145,3.5,""6900 Paradiso, Contact agency for the address"",1450,45.9907121,8.9452426,Tessin"
"1146,3.5,""Pregassona, Via Terzerina 9"",1675,46.0255145,8.9701559,Tessin"
"1147,2.5,""Sorengo, Via Cremignone 6a"",1270,46.0032511,8.9346117,Tessin"
"1148,3,""6922 Morcote, Contact agency for the address"",2300,45.9271264,8.9110905,Tessin"
"1149,2.5,""S. Antonino, Via Stazione 14"",1120,46.1589453,8.9753812,Tessin"
"1150,1.5,""Pregassona, Via Ceresio 3D"",620,46.0165286,8.9637862,Tessin"
"1151,2.5,""Ascona, Via al Pascolo 3b"",1047,46.1605231,8.7766937,Tessin"
"1152,3.5,""6853 Ligornetto, Contact agency for the address"",1200,45.8671402,8.9561414,Tessin"
"1153,6,""6760 Faido, Contact agency for the address"",1500,46.4784033,8.8008973,Tessin"
"1154,1.5,""Massagno, Via Gradinata Corogno 2"",850,46.0128594,8.9469704,Tessin"
"1155,2.5,""Agno, Via Regina 46"",1200,45.9994733,8.9000974,Tessin"
"1156,4,""Cadenazzo, Via Monte Ceneri 74"",1160,46.1480251,8.9496214,Tessin"
"1157,3.5,""Agno, Via Regina 48"",1290,45.9995701,8.9006908,Tessin"
"1158,3,""Massagno, Via B. Foletti 1"",1340,46.0093369,8.9400689,Tessin"
"1159,2,""Agno, Via ai Campi 19"",1050,45.9983330,8.9010942,Tessin"
"1160,2.5,""Lugano, Via Massagno 32 / Belinda"",1460,46.0103807,8.9483536,Tessin"
"1161,3.5,""Davesco-Soragno, Via al Castello 16"",1190,46.0359453,8.9755779,Tessin"
"1162,3.5,""Viganello, Via la Santa 9"",1090,46.0115620,8.9626034,Tessin"
"1163,2.5,""Lugano, Via Castausio 2b"",1480,46.0136562,8.9541508,Tessin"
"1164,4.5,""6500 Bellinzona, Contact agency for the address"",1750,46.1901627,9.0250178,Tessin"
"1165,4.5,""Taverne, Via Ponte Vecchio 4"",1180,46.0648172,8.9317151,Tessin"
"1166,3.5,""Davesco-Soragno, Via al Castello 16"",1090,46.0359453,8.9755779,Tessin"
"1167,3.5,""6572 Quartino, Contact agency for the address"",1200,46.1512508,8.8917178,Tessin"
"1168,1.5,""Locarno, Via Galli 8"",940,46.1690538,8.7882794,Tessin"
"1169,3.5,""Massagno, Via Morena 8"",1500,46.0105455,8.9372179,Tessin"
"1170,2.5,""Davesco-Soragno, Via al Castello 6"",940,46.0354748,8.9748943,Tessin"
"1171,2,""Chiasso, Via degli Albrici 3"",1005,45.8339495,9.0333517,Tessin"
"1172,2.5,""Chiasso, Via Giuseppe Motta 5"",830,45.8325420,9.0307854,Tessin"
"1173,2.5,""Agno, Via P. Vecchio 21"",1380,46.0015931,8.9018759,Tessin"
"1174,2.5,""Chiasso, Via Giuseppe Motta 5"",830,45.8325420,9.0307854,Tessin"
"1175,4.5,""Manno, Via Norello 17a"",1770,46.0339955,8.9221615,Tessin"
"1176,4.5,""Locarno, Via della Pace 20c"",1650,46.1655867,8.7994134,Tessin"
"1177,2.5,""S. Antonino, Via del Tiglio 1a"",880,46.1562716,8.9775739,Tessin"
"1178,4.5,""Chiasso, Via Soldini 49"",1280,45.8343863,9.0194055,Tessin"
"1179,3,""Rivera, via cantonale 13"",1300,46.1240009,8.9250486,Tessin"
"1180,2.5,""Agno, Via P. Vecchio 17"",990,46.0011039,8.9020935,Tessin"
"1181,1.5,""Lugano, Via G. Brentani 16"",1060,46.0184407,8.9604938,Tessin"
"1182,4.5,""Davesco-Soragno, Via al Castello 8"",1310,46.0353129,8.9748898,Tessin"
"1183,2.5,""Pregassona, Via alla Bozzoreda 39"",1150,46.0235796,8.9672743,Tessin"
"1184,3.5,""Gordola, Via S. Gottardo 119"",1380,46.1802439,8.8684912,Tessin"
"1185,1,""Viganello, Via Luigi Taddei 15"",800,46.0144471,8.9635938,Tessin"
"1186,1.5,""Paradiso, Via Zorzi 39a"",820,45.9898571,8.9417696,Tessin"
"1187,4.5,""Rivera, Via Lischedo 3"",1650,46.1252568,8.9239068,Tessin"
"1188,3.5,""Chiasso, Via Giuseppe Motta 5"",980,45.8325420,9.0307854,Tessin"
